date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm
27-02-2018,24,8,1014.42,52,13,32,16,13,6,1017,1010,0
28-02-2018,25,10,1014.07,64,20,32,18,14,7,1017,1010,0
01-03-2018,27,10,1012.18,57,12,34,20,16,5,1015,1008,0
02-03-2018,26,6,1011.18,53,11,33,20,12,3,1014,1007,0
03-03-2018,26,4,1009.23,49,5,34,19,9,-3,1017,1005,0
04-03-2018,25,8,1010.19,49,16,32,18,11,2,1018,1007,0
05-03-2018,23,7,1013.96,100,11,30,16,13,0,1017,1011,0
06-03-2018,22,4,1015.39,48,6,29,15,9,-3,1018,1012,0
07-03-2018,24,2,1014.07,55,5,32,15,8,-6,1017,1011,0
08-03-2018,24,1,1014.41,42,7,32,15,5,-5,1017,1011,0
09-03-2018,26,3,1014.16,37,8,33,19,6,-1,1017,1009,0
10-03-2018,26,4,1013.76,38,6,34,19,8,0,1017,1009,0
11-03-2018,26,3,1013,46,6,34,18,10,-3,1016,1009,0
